source,target,source_type,target_type
Vicente Álvarez Areces,Principado,Person,Organization
Gijón,Vicente Álvarez Areces,Place,Person
Gijón,Asturias,Place,Place
Gijón,Alcaldía,Place,Organization
Gijón,Principado,Place,Organization
Asturias,Vicente Álvarez Areces,Place,Person
Asturias,Gijón,Place,Place
Asturias,Alcaldía,Place,Organization
Asturias,Principado,Place,Organization
Alcaldía,Vicente Álvarez Areces,Organization,Person
Alcaldía,Gijón,Organization,Place
Alcaldía,Asturias,Organization,Place
Alcaldía,Principado,Organization,Organization
Principado,Vicente Álvarez Areces,Organization,Person
Principado,Gijón,Organization,Place
Principado,Asturias,Organization,Place
Principado,Alcaldía,Organization,Organization
España,Europa,Place,Place
Europa,España,Place,Place
Europa,Europa,Place,Place
Europa,Europa,Place,Place
Gobierno,Parlamento,Organization,Place
Gobierno,Reino Unido,Organization,Place
Gobierno,España,Organization,Place
Parlamento,Gobierno,Place,Organization
Parlamento,Reino Unido,Place,Place
Parlamento,España,Place,Place
Reino Unido,Gobierno,Place,Organization
Reino Unido,Parlamento,Place,Place
Reino Unido,España,Place,Place
España,Gobierno,Place,Organization
España,Parlamento,Place,Place
España,Reino Unido,Place,Place
Stefan Löfven,Partido Socialdemócrata,Person,Organization
Stefan Löfven,Suecia,Person,Place
Partido Socialdemócrata,Stefan Löfven,Organization,Person
Partido Socialdemócrata,Suecia,Organization,Place
Suecia,Stefan Löfven,Place,Person
Suecia,Partido Socialdemócrata,Place,Organization
España,Cataluña,Place,Place
España,Barcelona,Place,Place
Cataluña,España,Place,Place
Cataluña,Barcelona,Place,Place
Barcelona,España,Place,Place
Barcelona,Cataluña,Place,Place
La Moncloa,Carlos Lesmes,Place,Person
La Moncloa,Consejo General,Place,Organization
La Moncloa,Tribunal Supremo,Place,Organization
Carlos Lesmes,La Moncloa,Person,Place
Carlos Lesmes,Consejo General,Person,Organization
Carlos Lesmes,Tribunal Supremo,Person,Organization
Consejo General,La Moncloa,Organization,Place
Consejo General,Carlos Lesmes,Organization,Person
Consejo General,Tribunal Supremo,Organization,Organization
Tribunal Supremo,La Moncloa,Organization,Place
Tribunal Supremo,Carlos Lesmes,Organization,Person
Tribunal Supremo,Consejo General,Organization,Organization
España,PGE,Place,Organization
PGE,España,Organization,Place
España,España,Place,Place
España,España,Place,Place
Tomas Berdych,Doha,Person,Place
Doha,Tomas Berdych,Place,Person
SMI,Consejo de Ministros,Organization,Organization
Consejo de Ministros,SMI,Organization,Organization
Cataluña,Palacio de Pedralbes de Barcelona,Place,Place
Cataluña,Generalitat,Place,Organization
Palacio de Pedralbes de Barcelona,Cataluña,Place,Place
Palacio de Pedralbes de Barcelona,Generalitat,Place,Organization
Generalitat,Cataluña,Organization,Place
Generalitat,Palacio de Pedralbes de Barcelona,Organization,Place
El Campillo,Huelva,Place,Place
El Campillo,Laura Luelmo,Place,Person
Huelva,El Campillo,Place,Place
Huelva,Laura Luelmo,Place,Person
Laura Luelmo,El Campillo,Person,Place
Laura Luelmo,Huelva,Person,Place
Europa,Cambio Climático,Place,Place
Europa,Brexit,Place,Organization
Europa,Parlamento Británico,Place,Organization
Cambio Climático,Europa,Place,Place
Cambio Climático,Brexit,Place,Organization
Cambio Climático,Parlamento Británico,Place,Organization
Brexit,Europa,Organization,Place
Brexit,Cambio Climático,Organization,Place
Brexit,Parlamento Británico,Organization,Organization
Parlamento Británico,Europa,Organization,Place
Parlamento Británico,Cambio Climático,Organization,Place
Parlamento Británico,Brexit,Organization,Organization
UE,Bruselas,Organization,Place
Bruselas,UE,Place,Organization
Tercer Sector,Alto Comisionado,Organization,Organization
Alto Comisionado,Tercer Sector,Organization,Organization
España,Cumbre del Tercer Sector,Place,Organization
España,Madrid,Place,Place
Cumbre del Tercer Sector,España,Organization,Place
Cumbre del Tercer Sector,Madrid,Organization,Place
Madrid,España,Place,Place
Madrid,Cumbre del Tercer Sector,Place,Organization
Acuerdo de Retirada,Gobierno de España,Organization,Organization
Acuerdo de Retirada,España,Organization,Place
Gobierno de España,Acuerdo de Retirada,Organization,Organization
Gobierno de España,España,Organization,Place
España,Acuerdo de Retirada,Place,Organization
España,Gobierno de España,Place,Organization
Barcelona,SMI,Place,Organization
SMI,Barcelona,Organization,Place
Denis Mukwege,Nadia Murad,Person,Person
Nadia Murad,Denis Mukwege,Person,Person
Marrakech,Pacto Mundial sobre Migración,Place,Other
Pacto Mundial sobre Migración,Marrakech,Other,Place
España,Latinoamérica,Place,Place
Latinoamérica,España,Place,Place
Pablo Iglesias,España,Person,Place
España,Pablo Iglesias,Place,Person
España,España,Place,Place
España,España,Place,Place
Loida,Open de las Américas,Person,Place
Open de las Américas,Loida,Place,Person
Brasil,Carlos García Juliá,Place,Person
Brasil,Atocha,Place,Place
Carlos García Juliá,Brasil,Person,Place
Carlos García Juliá,Atocha,Person,Place
Atocha,Brasil,Place,Place
Atocha,Carlos García Juliá,Place,Person
Juan Jesús Vivas,Marruecos,Person,Place
Marruecos,Juan Jesús Vivas,Place,Person
Juan José Imbroda,Marruecos,Person,Place
Marruecos,Juan José Imbroda,Place,Person
PP,Cs,Organization,Organization
PP,Vox,Organization,Organization
PP,Andalucía,Organization,Place
PP,España,Organization,Place
Cs,PP,Organization,Organization
Cs,Vox,Organization,Organization
Cs,Andalucía,Organization,Place
Cs,España,Organization,Place
Vox,PP,Organization,Organization
Vox,Cs,Organization,Organization
Vox,Andalucía,Organization,Place
Vox,España,Organization,Place
Andalucía,PP,Place,Organization
Andalucía,Cs,Place,Organization
Andalucía,Vox,Place,Organization
Andalucía,España,Place,Place
España,PP,Place,Organization
España,Cs,Place,Organization
España,Vox,Place,Organization
España,Andalucía,Place,Place
Gobierno,España,Organization,Place
Gobierno,Andalucía,Organization,Place
España,Gobierno,Place,Organization
España,Andalucía,Place,Place
Andalucía,Gobierno,Place,Organization
Andalucía,España,Place,Place
España,Argentina,Place,Place
Argentina,España,Place,Place
South African,Spain,Place,Place
Spain,South African,Place,Place
España,Argentina,Place,Place
España,UE,Place,Organization
Argentina,España,Place,Place
Argentina,UE,Place,Organization
UE,España,Organization,Place
UE,Argentina,Organization,Place
España,Estrategia Nacional Integral para Personas Sin Hogar,Place,Other
Estrategia Nacional Integral para Personas Sin Hogar,España,Other,Place
Xi Jinping,República Popular China,Person,Organization
República Popular China,Xi Jinping,Organization,Person
Chicho Ibáñez Serrador,Goya de Honor 2019,Person,Other
Goya de Honor 2019,Chicho Ibáñez Serrador,Other,Person
Juan Vicente Herrera,Duero,Person,Place
Duero,Juan Vicente Herrera,Place,Person
Comité Español,España,Organization,Place
España,Comité Español,Place,Organization
Europa,Reino Unido,Place,Place
Europa,España,Place,Place
Europa,Reino Unido,Place,Place
Europa,Gibraltar,Place,Place
Reino Unido,Europa,Place,Place
Reino Unido,España,Place,Place
Reino Unido,Reino Unido,Place,Place
Reino Unido,Gibraltar,Place,Place
España,Europa,Place,Place
España,Reino Unido,Place,Place
España,Reino Unido,Place,Place
España,Gibraltar,Place,Place
Reino Unido,Europa,Place,Place
Reino Unido,Reino Unido,Place,Place
Reino Unido,España,Place,Place
Reino Unido,Gibraltar,Place,Place
Gibraltar,Europa,Place,Place
Gibraltar,Reino Unido,Place,Place
Gibraltar,España,Place,Place
Gibraltar,Reino Unido,Place,Place
La Habana,Cuba,Place,Place
Cuba,La Habana,Place,Place
España,Gobierno,Place,Organization
Gobierno,España,Organization,Place
Theresa May,Spain,Person,Place
Theresa May,Brexit,Person,Other
Spain,Theresa May,Place,Person
Spain,Brexit,Place,Other
Brexit,Theresa May,Other,Person
Brexit,Spain,Other,Place
Theresa May,España,Person,Place
Theresa May,Brexit,Person,Organization
España,Theresa May,Place,Person
España,Brexit,Place,Organization
Brexit,Theresa May,Organization,Person
Brexit,España,Organization,Place
Reino Unido,Gibraltar,Place,Place
Gibraltar,Reino Unido,Place,Place
ETA,Ernest Lluch,Organization,Person
ETA,España,Organization,Place
Ernest Lluch,ETA,Person,Organization
Ernest Lluch,España,Person,Place
España,ETA,Place,Organization
España,Ernest Lluch,Place,Person
Brexit,Gibraltar,Organization,Place
Brexit,España,Organization,Place
Brexit,Reino Unido,Organization,Place
Gibraltar,Brexit,Place,Organization
Gibraltar,España,Place,Place
Gibraltar,Reino Unido,Place,Place
España,Brexit,Place,Organization
España,Gibraltar,Place,Place
España,Reino Unido,Place,Place
Reino Unido,Brexit,Place,Organization
Reino Unido,Gibraltar,Place,Place
Reino Unido,España,Place,Place
Marchena,Tribunal Supremo,Person,Organization
Marchena,PP,Person,Organization
Marchena,Senado,Person,Organization
Tribunal Supremo,Marchena,Organization,Person
Tribunal Supremo,PP,Organization,Organization
Tribunal Supremo,Senado,Organization,Organization
PP,Marchena,Organization,Person
PP,Tribunal Supremo,Organization,Organization
PP,Senado,Organization,Organization
Senado,Marchena,Organization,Person
Senado,Tribunal Supremo,Organization,Organization
Senado,PP,Organization,Organization
Europa,África,Place,Place
Europa,España,Place,Place
Europa,Portugal,Place,Place
Europa,Marruecos,Place,Place
África,Europa,Place,Place
África,España,Place,Place
África,Portugal,Place,Place
África,Marruecos,Place,Place
España,Europa,Place,Place
España,África,Place,Place
España,Portugal,Place,Place
España,Marruecos,Place,Place
Portugal,Europa,Place,Place
Portugal,África,Place,Place
Portugal,España,Place,Place
Portugal,Marruecos,Place,Place
Marruecos,Europa,Place,Place
Marruecos,África,Place,Place
Marruecos,España,Place,Place
Marruecos,Portugal,Place,Place
PP,Ciudadanos,Organization,Organization
PP,España,Organization,Place
PP,Andalucía,Organization,Place
PP,España,Organization,Place
PP,Europa,Organization,Place
Ciudadanos,PP,Organization,Organization
Ciudadanos,España,Organization,Place
Ciudadanos,Andalucía,Organization,Place
Ciudadanos,España,Organization,Place
Ciudadanos,Europa,Organization,Place
España,PP,Place,Organization
España,Ciudadanos,Place,Organization
España,Andalucía,Place,Place
España,España,Place,Place
España,Europa,Place,Place
Andalucía,PP,Place,Organization
Andalucía,Ciudadanos,Place,Organization
Andalucía,España,Place,Place
Andalucía,España,Place,Place
Andalucía,Europa,Place,Place
España,PP,Place,Organization
España,Ciudadanos,Place,Organization
España,España,Place,Place
España,Andalucía,Place,Place
España,Europa,Place,Place
Europa,PP,Place,Organization
Europa,Ciudadanos,Place,Organization
Europa,España,Place,Place
Europa,Andalucía,Place,Place
Europa,España,Place,Place
América Latina,XXVI Cumbre Iberoamericana,Organization,Other
América Latina,La Antigua,Organization,Place
XXVI Cumbre Iberoamericana,América Latina,Other,Organization
XXVI Cumbre Iberoamericana,La Antigua,Other,Place
La Antigua,América Latina,Place,Organization
La Antigua,XXVI Cumbre Iberoamericana,Place,Other
Felipe VI,España,Person,Place
España,Felipe VI,Place,Person
Ida Vitale,Premio Cervantes 2018,Person,Other
Premio Cervantes 2018,Ida Vitale,Other,Person
Guadix,Granada,Place,Place
Granada,Guadix,Place,Place
España,Gobierno,Place,Organization
Gobierno,España,Organization,Place
Europa,París,Place,Place
París,Europa,Place,Place
Primera Guerra Mundial,Europa,Other,Place
Europa,Primera Guerra Mundial,Place,Other
Sandra Sánchez,Kata,Person,Person
Kata,Sandra Sánchez,Person,Person
La Moncloa,Marjan Šarec,Place,Person
Marjan Šarec,La Moncloa,Person,Place
Lydia Valentín,Mundiales de Halterofilia,Person,Other
Mundiales de Halterofilia,Lydia Valentín,Other,Person
Gobierno,Severo Ochoa,Organization,Other
Gobierno,María de Maeztu,Organization,Person
Severo Ochoa,Gobierno,Other,Organization
Severo Ochoa,María de Maeztu,Other,Person
María de Maeztu,Gobierno,Person,Organization
María de Maeztu,Severo Ochoa,Person,Other
España,Rebeca Greenspan,Place,Person
España,Cumbre Iberoamericana,Place,Organization
España,Guatemala,Place,Place
Rebeca Greenspan,España,Person,Place
Rebeca Greenspan,Cumbre Iberoamericana,Person,Organization
Rebeca Greenspan,Guatemala,Person,Place
Cumbre Iberoamericana,España,Organization,Place
Cumbre Iberoamericana,Rebeca Greenspan,Organization,Person
Cumbre Iberoamericana,Guatemala,Organization,Place
Guatemala,España,Place,Place
Guatemala,Rebeca Greenspan,Place,Person
Guatemala,Cumbre Iberoamericana,Place,Organization
Santiago Muñoz Machado,Premio Nacional de Historia de España 2018,Person,Other
Premio Nacional de Historia de España 2018,Santiago Muñoz Machado,Other,Person
Extremadura,Plasencia,Place,Place
Extremadura,Badajoz,Place,Place
Extremadura,PAC,Place,Organization
Plasencia,Extremadura,Place,Place
Plasencia,Badajoz,Place,Place
Plasencia,PAC,Place,Organization
Badajoz,Extremadura,Place,Place
Badajoz,Plasencia,Place,Place
Badajoz,PAC,Place,Organization
PAC,Extremadura,Organization,Place
PAC,Plasencia,Organization,Place
PAC,Badajoz,Organization,Place
Ferraz,Comisión Ejecutiva Federal,Place,Organization
Comisión Ejecutiva Federal,Ferraz,Organization,Place
Seguridad Social,Plan de Choque de Empleo Juvenil,Organization,Other
Plan de Choque de Empleo Juvenil,Seguridad Social,Other,Organization
Jorge Martín,Moto 3,Person,Product
Moto 3,Jorge Martín,Product,Person
Tomás Rodríguez Bolaños,Valladolid,Person,Place
Valladolid,Tomás Rodríguez Bolaños,Place,Person
Álvaro de Luna,España,Person,Place
España,Álvaro de Luna,Place,Person
Selección Española,Hockey Patines,Organization,Organization
Selección Española,Europa,Organization,Place
Hockey Patines,Selección Española,Organization,Organization
Hockey Patines,Europa,Organization,Place
Europa,Selección Española,Place,Organization
Europa,Hockey Patines,Place,Organization
Juan Francisco Lozano,Don Benito,Person,Place
Don Benito,Juan Francisco Lozano,Place,Person
Uxue Barcos,La Moncloa,Person,Place
La Moncloa,Uxue Barcos,Place,Person
"Rey, la Princesa de Asturias",Carta Magna,Other,Other
Carta Magna,"Rey, la Princesa de Asturias",Other,Other
Bruselas,Impuesto de Sociedades,Place,Organization
Impuesto de Sociedades,Bruselas,Organization,Place
España,América Latina,Place,Organization
América Latina,España,Organization,Place
Italia,Europa,Place,Place
Italia,Italia,Place,Place
Italia,Italia,Place,Place
Italia,Europa,Place,Place
Europa,Italia,Place,Place
Europa,Italia,Place,Place
Europa,Italia,Place,Place
Europa,Europa,Place,Place
Italia,Italia,Place,Place
Italia,Europa,Place,Place
Italia,Italia,Place,Place
Italia,Europa,Place,Place
Italia,Italia,Place,Place
Italia,Europa,Place,Place
Italia,Italia,Place,Place
Italia,Europa,Place,Place
Europa,Italia,Place,Place
Europa,Europa,Place,Place
Europa,Italia,Place,Place
Europa,Italia,Place,Place
España,España,Place,Place
España,España,Place,Place
Sahlework Zewde,África,Person,Place
África,Sahlework Zewde,Place,Person
