Id,Label,category
España,España,Place
España,España,Place
Madrid,Madrid,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
Suárez Illana,Suárez Illana,Person
Rivera,Rivera,Person
Casado,Casado,Person
José Guirao,José Guirao,Person
José Luis Sánchez,José Luis Sánchez,Person
Adriana Valverde,Adriana Valverde,Person
Fernando Martínez,Fernando Martínez,Person
España,España,Place
España,España,Place
Seguro Europeo de Desempleo,Seguro Europeo de Desempleo,Other
España,España,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
Fomento del Ecosistema,Fomento del Ecosistema,Organization
España,España,Place
Marcos Garrido,Marcos Garrido,Person
Jerez,Jerez,Place
Europa,Europa,Place
Ateneo de Madrid,Ateneo de Madrid,Place
Bruselas,Bruselas,Place
Pedro Duque,Pedro Duque,Person
Ana Barceló,Ana Barceló,Person
Acuerdos de París,Acuerdos de París,Organization
Europa,Europa,Place
Angela Merkel,Angela Merkel,Person
Consejo Europeo,Consejo Europeo,Organization
Reino Unido,Reino Unido,Place
Parlamento,Parlamento,Organization
Antonio Tajani,Antonio Tajani,Person
España,España,Place
España,España,Place
Bruselas,Bruselas,Place
Brexit,Brexit,Organization
Europa,Europa,Place
Europa,Europa,Place
España,España,Place
España,España,Place
Comisión Ejecutiva Federal,Comisión Ejecutiva Federal,Organization
Comité Federal,Comité Federal,Organization
España,España,Place
Madrid,Madrid,Place
Ángel Gabilondo,Ángel Gabilondo,Person
Pepu Hernández,Pepu Hernández,Person
Teatro Goya,Teatro Goya,Place
Ángel Gabilondo,Ángel Gabilondo,Person
Pepu Hernández,Pepu Hernández,Person
José Manuel Franco,José Manuel Franco,Person
Madrid,Madrid,Place
PP,PP,Organization
Cs,Cs,Organization
España,España,Place
PSOE,PSOE,Organization
Christchurch,Christchurch,Place
Nueva Zelanda,Nueva Zelanda,Place
Cuca Solana,Cuca Solana,Person
Pasarela Cibeles,Pasarela Cibeles,Place
PP,PP,Organization
Cs,Cs,Organization
España,España,Place
Casa Malva,Casa Malva,Place
España,España,Place
Parlamento,Parlamento,Organization
Acuerdo de Retirada,Acuerdo de Retirada,Organization
España,España,Place
Parlamento,Parlamento,Organization
UE,UE,Organization
Europa,Europa,Place
Europa,Europa,Place
España,España,Place
Europa,Europa,Place
Europa,Europa,Place
España,España,Place
UE,UE,Organization
Martín Chirino,Martín Chirino,Person
El premio Nacional de Artes Plásticas o la Medalla de Oro a las Bellas Artes,El premio Nacional de Artes Plásticas o la Medalla de Oro a las Bellas Artes,Other
Madrid,Madrid,Place
Estepona,Estepona,Place
PP,PP,Organization
Rivera,Rivera,Person
España,España,Place
Tomás Rodríguez Bolaños,Tomás Rodríguez Bolaños,Person
Clara Campoamor,Clara Campoamor,Person
España,España,Place
San Sebastián,San Sebastián,Place
Pérez,Pérez,Person
Llorca,Llorca,Person
Colón,Colón,Place
Rivera,Rivera,Person
PP,PP,Organization
Ciudadanos,Ciudadanos,Organization
España,España,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
Ana Peleteiro,Ana Peleteiro,Person
Europa,Europa,Place
España,España,Place
La Moncloa,La Moncloa,Place
República del Perú,República del Perú,Place
Xabier Arzalluz,Xabier Arzalluz,Person
PNV,PNV,Organization
Ciudadanos,Ciudadanos,Organization
PP,PP,Organization
España,España,Place
España,España,Place
Transición Ecológica,Transición Ecológica,Other
Tomás,Tomás,Person
cementerio de Colliure,cementerio de Colliure,Place
Antonio Machado,Antonio Machado,Person
España,España,Place
España,España,Place
Manuel Azaña,Manuel Azaña,Person
Rosa León,Rosa León,Person
Rosa,Rosa,Person
Francia,Francia,Place
España,España,Place
España,España,Place
Plaza de Colón,Plaza de Colón,Place
Pamela Rendi,Pamela Rendi,Person
Wagner,Wagner,Person
Madrid,Madrid,Place
Stefan Lövfen,Stefan Lövfen,Person
El Guernica,El Guernica,Other
Picasso,Picasso,Person
Marco Financiero Plurianual,Marco Financiero Plurianual,Person
Stefan Löfven,Stefan Löfven,Person
Francia,Francia,Place
Colliure,Colliure,Place
La Moncloa,La Moncloa,Place
Mobile World Congress,Mobile World Congress,Other
John Hoffman,John Hoffman,Person
Barcelona,Barcelona,Place
España,España,Place
PP,PP,Organization
Cataluña,Cataluña,Place
España,España,Place
España,España,Place
España,España,Place
España,España,Place
Antonio César Fernández,Antonio César Fernández,Person
Burkina Faso,Burkina Faso,Place
La Moncloa,La Moncloa,Place
Santiago Muñoz Machado,Santiago Muñoz Machado,Person
RAE,RAE,Organization
Latinoamérica,Latinoamérica,Place
Garafía,Garafía,Place
La Palma,La Palma,Place
Cataluña,Cataluña,Place
España,España,Place
St. Vicenç de Castellet,St. Vicenç de Castellet,Place
Manresa,Manresa,Place
Gobierno de España,Gobierno de España,Organization
Cataluña,Cataluña,Place
Estrasburgo,Estrasburgo,Place
Tribunal Europeo de Derechos Humanos,Tribunal Europeo de Derechos Humanos,Organization
Guido Raimondi,Guido Raimondi,Person
Consejo de Europa,Consejo de Europa,Organization
España,España,Place
Estrasburgo,Estrasburgo,Place
Felipe VI,Felipe VI,Person
Patronato,Patronato,Organization
Banco Central Europeo,Banco Central Europeo,Organization
Mario Draghi,Mario Draghi,Person
Grupo de Contacto Internacional,Grupo de Contacto Internacional,Organization
UE,UE,Organization
Casado,Casado,Person
Rivera,Rivera,Person
Maduro,Maduro,Person
Maduro,Maduro,Person
Europa,Europa,Place
Venezuela,Venezuela,Place
Europa,Europa,Place
España,España,Place
España,España,Place
América Latina,América Latina,Place
Venezuela,Venezuela,Place
Venezuela,Venezuela,Place
España,España,Place
Venezuela,Venezuela,Place
España,España,Place
Julen,Julen,Person
Atocha,Atocha,Place
Brasil,Brasil,Place
Carlos García Juliá,Carlos García Juliá,Person
Guatemala,Guatemala,Place
El Salvador,El Salvador,Place
Honduras,Honduras,Place
Nicaragua,Nicaragua,Place
República Dominicana,República Dominicana,Place
Panamá,Panamá,Place
Cybersecurity,Cybersecurity,Organization
Spain,Spain,Place
Palacio de Congresos de Madrid,Palacio de Congresos de Madrid,Place
Organización Mundial de Turismo,Organización Mundial de Turismo,Other
Lolo Rico,Lolo Rico,Person
España,España,Place
Bola de Cristal,Bola de Cristal,Organization
España,España,Place
España,España,Place
Comisión Europea el Plan Nacional Integrado de Energía y Clima,Comisión Europea el Plan Nacional Integrado de Energía y Clima,Organization
España,España,Place
Lanzarote,Lanzarote,Place
Tenerife,Tenerife,Place
Zaragoza,Zaragoza,Place
Meco,Meco,Person
Vicente Álvarez Areces,Vicente Álvarez Areces,Person
Gijón,Gijón,Place
Asturias,Asturias,Place
Alcaldía,Alcaldía,Organization
Principado,Principado,Organization
España,España,Place
Europa,Europa,Place
Europa,Europa,Place
Europa,Europa,Place
Gobierno,Gobierno,Organization
Parlamento,Parlamento,Place
Reino Unido,Reino Unido,Place
España,España,Place
Stefan Löfven,Stefan Löfven,Person
Partido Socialdemócrata,Partido Socialdemócrata,Organization
Suecia,Suecia,Place
España,España,Place
Cataluña,Cataluña,Place
Barcelona,Barcelona,Place
La Moncloa,La Moncloa,Place
Carlos Lesmes,Carlos Lesmes,Person
Consejo General,Consejo General,Organization
Tribunal Supremo,Tribunal Supremo,Organization
España,España,Place
PGE,PGE,Organization
España,España,Place
España,España,Place
Tomas Berdych,Tomas Berdych,Person
Doha,Doha,Place
SMI,SMI,Organization
Consejo de Ministros,Consejo de Ministros,Organization
Cataluña,Cataluña,Place
Palacio de Pedralbes de Barcelona,Palacio de Pedralbes de Barcelona,Place
Generalitat,Generalitat,Organization
El Campillo,El Campillo,Place
Huelva,Huelva,Place
Laura Luelmo,Laura Luelmo,Person
Europa,Europa,Place
Cambio Climático,Cambio Climático,Place
Brexit,Brexit,Organization
Parlamento Británico,Parlamento Británico,Organization
UE,UE,Organization
Bruselas,Bruselas,Place
Tercer Sector,Tercer Sector,Organization
Alto Comisionado,Alto Comisionado,Organization
España,España,Place
Cumbre del Tercer Sector,Cumbre del Tercer Sector,Organization
Madrid,Madrid,Place
Acuerdo de Retirada,Acuerdo de Retirada,Organization
Gobierno de España,Gobierno de España,Organization
España,España,Place
Barcelona,Barcelona,Place
SMI,SMI,Organization
Denis Mukwege,Denis Mukwege,Person
Nadia Murad,Nadia Murad,Person
Marrakech,Marrakech,Place
Pacto Mundial sobre Migración,Pacto Mundial sobre Migración,Other
España,España,Place
Latinoamérica,Latinoamérica,Place
Pablo Iglesias,Pablo Iglesias,Person
España,España,Place
España,España,Place
España,España,Place
Loida,Loida,Person
Open de las Américas,Open de las Américas,Place
Brasil,Brasil,Place
Carlos García Juliá,Carlos García Juliá,Person
Atocha,Atocha,Place
Juan Jesús Vivas,Juan Jesús Vivas,Person
Marruecos,Marruecos,Place
Juan José Imbroda,Juan José Imbroda,Person
Marruecos,Marruecos,Place
PP,PP,Organization
Cs,Cs,Organization
Vox,Vox,Organization
Andalucía,Andalucía,Place
España,España,Place
Gobierno,Gobierno,Organization
España,España,Place
Andalucía,Andalucía,Place
España,España,Place
Argentina,Argentina,Place
South African,South African,Place
Spain,Spain,Place
España,España,Place
Argentina,Argentina,Place
UE,UE,Organization
España,España,Place
Estrategia Nacional Integral para Personas Sin Hogar,Estrategia Nacional Integral para Personas Sin Hogar,Other
Xi Jinping,Xi Jinping,Person
República Popular China,República Popular China,Organization
Chicho Ibáñez Serrador,Chicho Ibáñez Serrador,Person
Goya de Honor 2019,Goya de Honor 2019,Other
Juan Vicente Herrera,Juan Vicente Herrera,Person
Duero,Duero,Place
Comité Español,Comité Español,Organization
España,España,Place
Europa,Europa,Place
Reino Unido,Reino Unido,Place
España,España,Place
Reino Unido,Reino Unido,Place
Gibraltar,Gibraltar,Place
La Habana,La Habana,Place
Cuba,Cuba,Place
España,España,Place
Gobierno,Gobierno,Organization
Theresa May,Theresa May,Person
Spain,Spain,Place
Brexit,Brexit,Other
Theresa May,Theresa May,Person
España,España,Place
Brexit,Brexit,Organization
Reino Unido,Reino Unido,Place
Gibraltar,Gibraltar,Place
ETA,ETA,Organization
Ernest Lluch,Ernest Lluch,Person
España,España,Place
Brexit,Brexit,Organization
Gibraltar,Gibraltar,Place
España,España,Place
Reino Unido,Reino Unido,Place
Marchena,Marchena,Person
Tribunal Supremo,Tribunal Supremo,Organization
PP,PP,Organization
Senado,Senado,Organization
Europa,Europa,Place
África,África,Place
España,España,Place
Portugal,Portugal,Place
Marruecos,Marruecos,Place
PP,PP,Organization
Ciudadanos,Ciudadanos,Organization
España,España,Place
Andalucía,Andalucía,Place
España,España,Place
Europa,Europa,Place
América Latina,América Latina,Organization
XXVI Cumbre Iberoamericana,XXVI Cumbre Iberoamericana,Other
La Antigua,La Antigua,Place
Felipe VI,Felipe VI,Person
España,España,Place
Ida Vitale,Ida Vitale,Person
Premio Cervantes 2018,Premio Cervantes 2018,Other
Guadix,Guadix,Place
Granada,Granada,Place
España,España,Place
Gobierno,Gobierno,Organization
Europa,Europa,Place
París,París,Place
Primera Guerra Mundial,Primera Guerra Mundial,Other
Europa,Europa,Place
Sandra Sánchez,Sandra Sánchez,Person
Kata,Kata,Person
La Moncloa,La Moncloa,Place
Marjan Šarec,Marjan Šarec,Person
Lydia Valentín,Lydia Valentín,Person
Mundiales de Halterofilia,Mundiales de Halterofilia,Other
Gobierno,Gobierno,Organization
Severo Ochoa,Severo Ochoa,Other
María de Maeztu,María de Maeztu,Person
España,España,Place
Rebeca Greenspan,Rebeca Greenspan,Person
Cumbre Iberoamericana,Cumbre Iberoamericana,Organization
Guatemala,Guatemala,Place
Santiago Muñoz Machado,Santiago Muñoz Machado,Person
Premio Nacional de Historia de España 2018,Premio Nacional de Historia de España 2018,Other
Extremadura,Extremadura,Place
Plasencia,Plasencia,Place
Badajoz,Badajoz,Place
PAC,PAC,Organization
Ferraz,Ferraz,Place
Comisión Ejecutiva Federal,Comisión Ejecutiva Federal,Organization
Seguridad Social,Seguridad Social,Organization
Plan de Choque de Empleo Juvenil,Plan de Choque de Empleo Juvenil,Other
Jorge Martín,Jorge Martín,Person
Moto 3,Moto 3,Product
Tomás Rodríguez Bolaños,Tomás Rodríguez Bolaños,Person
Valladolid,Valladolid,Place
Álvaro de Luna,Álvaro de Luna,Person
España,España,Place
Selección Española,Selección Española,Organization
Hockey Patines,Hockey Patines,Organization
Europa,Europa,Place
Juan Francisco Lozano,Juan Francisco Lozano,Person
Don Benito,Don Benito,Place
Uxue Barcos,Uxue Barcos,Person
La Moncloa,La Moncloa,Place
"Rey, la Princesa de Asturias","Rey, la Princesa de Asturias",Other
Carta Magna,Carta Magna,Other
Bruselas,Bruselas,Place
Impuesto de Sociedades,Impuesto de Sociedades,Organization
España,España,Place
América Latina,América Latina,Organization
Italia,Italia,Place
Europa,Europa,Place
Italia,Italia,Place
Italia,Italia,Place
Europa,Europa,Place
España,España,Place
España,España,Place
Sahlework Zewde,Sahlework Zewde,Person
África,África,Place
José Gil Gutiérrez,José Gil Gutiérrez,Person
Málaga,Málaga,Place
Tribunal Constitucional,Tribunal Constitucional,Organization
Parlament de Cataluña,Parlament de Cataluña,Organization
Consejo de Estado,Consejo de Estado,Organization
Alejandra,Alejandra,Person
Richard,Richard,Person
Franz,Franz,Person
Walter Steinmeier,Walter Steinmeier,Person
Consejo Europeo,Consejo Europeo,Organization
Alemania,Alemania,Place
España,España,Place
Carmen Alborch,Carmen Alborch,Person
España,España,Place
Jamal Khashoggi,Jamal Khashoggi,Person
Navantia,Navantia,Place
Sevilla,Sevilla,Place
Navarra,Navarra,Place
Agencia Estatal de Investigación,Agencia Estatal de Investigación,Organization
España,España,Place
Premio Nacional de Narrativa para Almudena Grandes,Premio Nacional de Narrativa para Almudena Grandes,Other
Los pacientes del doctor García,Los pacientes del doctor García,Other
Montse Oliva,Montse Oliva,Person
El Punt Avui,El Punt Avui,Place
Montse,Montse,Person
Bobadilla,Bobadilla,Place
Campillos,Campillos,Place
Casarabonela,Casarabonela,Place
Teba,Teba,Place
Ardales,Ardales,Place
España,España,Place
XIV Reunión de Ministros de Asuntos Exteriores,XIV Reunión de Ministros de Asuntos Exteriores,Other
ASEM,ASEM,Organization
España,España,Place
Cumbre del Euro,Cumbre del Euro,Other
Vietnam,Vietnam,Place
Nguyen Xuan Phúc,Nguyen Xuan Phúc,Person
Bruselas,Bruselas,Place
UE,UE,Organization
Gibraltar,Gibraltar,Place
Europa,Europa,Place
Bruselas,Bruselas,Place
Consejo Europeo,Consejo Europeo,Organization
España,España,Place
Japón,Japón,Place
Santiago Posteguillo,Santiago Posteguillo,Person
Premio Planeta 2018,Premio Planeta 2018,Other
Julia,Julia,Person
Ayanta Barilli,Ayanta Barilli,Person
Verónica Casado,Verónica Casado,Person
Valladolid,Valladolid,Place
Tajo,Tajo,Place
Castilla-La Mancha,Castilla-La Mancha,Place
La Moncloa,La Moncloa,Place
José Manuel,José Manuel,Person
Huétor Vega,Huétor Vega,Place
Eduardo Arroyo,Eduardo Arroyo,Person
Premio Nacional de Artes Plásticas y Medalla de Oro al Mérito de Bellas Artes,Premio Nacional de Artes Plásticas y Medalla de Oro al Mérito de Bellas Artes,Other
Sant Llorenç,Sant Llorenç,Place
Mallorca,Mallorca,Place
Sant Llorenç,Sant Llorenç,Place
Mallorca,Mallorca,Place
Fundación César Manrique,Fundación César Manrique,Organization
Taro de Tahiche,Taro de Tahiche,Place
Lanzarote,Lanzarote,Place
Manrique,Manrique,Place
Lanzarote,Lanzarote,Place
Premio Nobel de Literatura,Premio Nobel de Literatura,Other
Denis Mukwege,Denis Mukwege,Person
Nadia Murad,Nadia Murad,Person
España,España,Place
Finlandia,Finlandia,Place
La Moncloa,La Moncloa,Place
Centro de Estudios del Envejecimiento,Centro de Estudios del Envejecimiento,Place
Quart de Poblet,Quart de Poblet,Place
Parlament,Parlament,Organization
president Torra,president Torra,Person
ETA,ETA,Organization
Francia,Francia,Place
España,España,Place
Clara Campoamor,Clara Campoamor,Person
Alejandro Valverde,Alejandro Valverde,Person
Campeón del Mundo,Campeón del Mundo,Other
Unión Europea,Unión Europea,Organization
Estados Unidos,Estados Unidos,Place
Toledo,Toledo,Place
Gobierno,Gobierno,Organization
Generalitat,Generalitat,Organization
Mercosur,Mercosur,Organization
Europa,Europa,Place
Maracena,Maracena,Place
Granada,Granada,Place
Asamblea General,Asamblea General,Organization
España,España,Place
Julieta Serrano,Julieta Serrano,Person
Premio Nacional de Teatro 2018,Premio Nacional de Teatro 2018,Other
Pierre Trudeau,Pierre Trudeau,Person
Calvo Sotelo,Calvo Sotelo,Person
España,España,Place
Moncloa,Moncloa,Place
Secretaría de Estado de Comunicación,Secretaría de Estado de Comunicación,Organization
Ley de Estabilidad Presupuestaria,Ley de Estabilidad Presupuestaria,Organization
Mesa del Congreso,Mesa del Congreso,Place
Salzburgo,Salzburgo,Place
África,África,Place
Abogacía General del Estado,Abogacía General del Estado,Organization
C. Madrid,C. Madrid,Organization
La Caridad,La Caridad,Place
Oviedo,Oviedo,Place
Suecia,Suecia,Place
PM de Rumanía,PM de Rumanía,Organization
India,India,Place
España,España,Place
España,España,Place
Patronato de la Fundación Carolina,Patronato de la Fundación Carolina,Organization
Germán,Germán,Person
José,José,Person
Pablo,Pablo,Person
Leo,Leo,Person
Manuel,Manuel,Person
Europa,Europa,Place
Cataluña,Cataluña,Place
Ministerio de Trabajo,Ministerio de Trabajo,Organization
Migraciones y Seguridad Social,Migraciones y Seguridad Social,Organization
España,España,Place
Dolores,Dolores,Person
Winnipeg,Winnipeg,Place
Salvador,Salvador,Place
Isabel,Isabel,Person
Europa,Europa,Place
Europa,Europa,Place
Bono,Bono,Person
España,España,Place
Acuerdo de Asociación,Acuerdo de Asociación,Organization
Chile,Chile,Place
Orihuela,Orihuela,Place
España,España,Place
Chile,Chile,Place
Bolivia,Bolivia,Place
Colombia,Colombia,Place
Costa Rica,Costa Rica,Place
Quintos de Mora,Quintos de Mora,Place
Toledo,Toledo,Place
Cabana de Bergantiños,Cabana de Bergantiños,Place
Coruña,Coruña,Place
España,España,Place
Barajas,Barajas,Place
Kofi Annan,Kofi Annan,Person
Nobel de la Paz,Nobel de la Paz,Other
Barcelona,Barcelona,Place
España,España,Place
España,España,Place
España,España,Place
ciudad de Génova,ciudad de Génova,Place
Gobierno de España,Gobierno de España,Organization
Dúrcal,Dúrcal,Place
Granada,Granada,Place
Centro de Cría de El Acebuche,Centro de Cría de El Acebuche,Place
Ángela Merkel,Ángela Merkel,Person
Gobierno,Gobierno,Organization
Alemania,Alemania,Place
Bélgica,Bélgica,Place
Irlanda,Irlanda,Place
Suecia,Suecia,Place
Alto Comisionado,Alto Comisionado,Organization
Michelle,Michelle,Person
Adelina,Adelina,Person
Ana,Ana,Person
Blanca,Blanca,Person
Carmen,Carmen,Person
Dionisia,Dionisia,Person
Elena,Elena,Person
Joaquina,Joaquina,Person
Julia,Julia,Person
Luisa,Luisa,Person
Martina,Martina,Person
Pilar,Pilar,Person
Victoria,Victoria,Person
Comisión Bilateral Generalitat,Comisión Bilateral Generalitat,Organization
España,España,Place
Ecuador,Ecuador,Place
Cumbre de Lisboa,Cumbre de Lisboa,Organization
Alexis Tsipras,Alexis Tsipras,Person
España,España,Place
Astorga,Astorga,Place
España,España,Place
España,España,Place
Mecanismos Europeos de Protección Civil,Mecanismos Europeos de Protección Civil,Organization
Navantia,Navantia,Place
Bahía de Cádiz,Bahía de Cádiz,Place
Campo de Gibraltar,Campo de Gibraltar,Place
Cataluña,Cataluña,Place
RTVE,RTVE,Place
Xunta,Xunta,Organization
Europa,Europa,Place
Jean,Jean,Person
Claude Juncker,Claude Juncker,Person
CAF,CAF,Organization
Ximo Puig,Ximo Puig,Person
Literatura,Literatura,Other
Luis García Montero,Luis García Montero,Person
Instituto Cervantes,Instituto Cervantes,Place
Luis,Luis,Person
Reina Isabel II,Reina Isabel II,Person
Ignacio Echeverría,Ignacio Echeverría,Person
Yvonne Blake,Yvonne Blake,Person
Óscar,Óscar,Person
Consejo de Seguridad Nacional,Consejo de Seguridad Nacional,Organization
Felipe VI,Felipe VI,Person
Ejecutiva Federal,Ejecutiva Federal,Organization
España,España,Place
Europa,Europa,Place
Bardem,Bardem,Person
Tosar,Tosar,Person
Quetta,Quetta,Place
Pakistán,Pakistán,Place
Ceuta,Ceuta,Place
Melilla,Melilla,Place
Penélope Cruz,Penélope Cruz,Person
American Crime Story,American Crime Story,Other
Gianni Versace,Gianni Versace,Person
ETA,ETA,Organization
Miguel Ángel Blanco,Miguel Ángel Blanco,Person
Isabel,Isabel,Person
Martha,Martha,Person
Cristina,Cristina,Person
Ati,Ati,Person
Fernández de la Vega,Fernández de la Vega,Person
Consejo de Estado,Consejo de Estado,Organization
María Teresa,María Teresa,Person
OTAN,OTAN,Organization
La Moncloa,La Moncloa,Place
Lisboa,Lisboa,Place
Portugal,Portugal,Place
España,España,Place
Consejo Europeo,Consejo Europeo,Organization
UE,UE,Organization
Consejo Europeo,Consejo Europeo,Organization
UE,UE,Organization
Comisión Europea,Comisión Europea,Organization
Consejo Europeo,Consejo Europeo,Organization
Gobierno de España,Gobierno de España,Organization
Consejo Europeo,Consejo Europeo,Organization
España,España,Place
Francia,Francia,Place
Alemania,Alemania,Place
Gobierno de España,Gobierno de España,Organization
España,España,Place
Bruselas,Bruselas,Place
Europa,Europa,Place
Soledad Gallego,Soledad Gallego,Person
Díaz,Díaz,Person
Francia,Francia,Place
España,España,Place
Mediterráneo,Mediterráneo,Place
Generalitat,Generalitat,Organization
Gobierno de España,Gobierno de España,Organization
Consejo de Ministros,Consejo de Ministros,Organization
Real Decreto Ley,Real Decreto Ley,Organization
Consejo de RTVE,Consejo de RTVE,Organization
PP,PP,Organization
Parlamento,Parlamento,Organization
Parlamento,Parlamento,Organization
2020,2020,Place
España,España,Place
Fernando Alonso,Fernando Alonso,Person
Le Mans,Le Mans,Other
España,España,Place
España,España,Place
Ramadán,Ramadán,Place
Maurizio,Maurizio,Person
Europa,Europa,Place
José Guirao,José Guirao,Person
Ministerio de Cultura,Ministerio de Cultura,Organization
Spain,Spain,Place
Port of Valencia,Port of Valencia,Place
España,España,Place
Puerto de Valencia,Puerto de Valencia,Place
España,España,Place
Campeonato de Europa de Belgrado,Campeonato de Europa de Belgrado,Other
Congreso de los Diputados,Congreso de los Diputados,Organization
Mariano Rajoy,Mariano Rajoy,Person
Sr. Rajoy,Sr. Rajoy,Person
España,España,Place
Mariano Rajoy,Mariano Rajoy,Person
Caso Gürtel,Caso Gürtel,Other
Comité Federal,Comité Federal,Organization
PSOE,PSOE,Organization
Ferraz,Ferraz,Place
PP,PP,Organization
España,España,Place
PP,PP,Organization
Gürtel,Gürtel,Person
Hacienda,Hacienda,Organization
PP,PP,Organization
PP,PP,Organization
PP,PP,Organization
PGE,PGE,Organization
Rivera,Rivera,Person
Rajoy,Rajoy,Person
PP,PP,Organization
C’s,C’s,Organization
España,España,Place
Madrid,Madrid,Place
Tui (Pontevedra,Tui (Pontevedra,Place
Torra,Torra,Person
Ley de Igualdad de Trato,Ley de Igualdad de Trato,Organization
Cataluña,Cataluña,Place
Rivera,Rivera,Person
Zaplana,Zaplana,Person
PP,PP,Organization
Rajoy,Rajoy,Person
Catalá,Catalá,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
PP,PP,Organization
PP,PP,Organization
PP,PP,Organization
Eurocopa,Eurocopa,Other
Eva Navarro,Eva Navarro,Person
España,España,Place
Eduardo Zaplana,Eduardo Zaplana,Person
Aznar,Aznar,Person
PP,PP,Organization
Generalitat Valenciana,Generalitat Valenciana,Organization
Benidorm,Benidorm,Place
PP,PP,Organization
Rivera,Rivera,Person
España,España,Place
España,España,Place
Cataluña,Cataluña,Place
Sr. Torra,Sr. Torra,Person
Cataluña,Cataluña,Place
Generalitat,Generalitat,Organization
CEF,CEF,Organization
Ferraz,Ferraz,Person
Aznar,Aznar,Person
Vázquez Montalban,Vázquez Montalban,Person
Torra,Torra,Person
España,España,Place
Antonio Carrero Jiménez,Antonio Carrero Jiménez,Person
Malí,Malí,Place
Madrid,Madrid,Place
PP,PP,Organization
Cifuentes,Cifuentes,Person
Cs,Cs,Organization
Ángel Garrido,Ángel Garrido,Person
Madrid,Madrid,Place
Cataluña,Cataluña,Place
Rivera,Rivera,Person
Aznar,Aznar,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Aznar,Aznar,Person
Rivera,Rivera,Person
Parlamento,Parlamento,Organization
España,España,Place
TVE Valencia,TVE Valencia,Organization
PP,PP,Organization
Albert Rivera,Albert Rivera,Person
Cataluña,Cataluña,Place
Ferraz,Ferraz,Place
Mariano Rajoy,Mariano Rajoy,Person
Cataluña,Cataluña,Place
Joaquim Torra,Joaquim Torra,Person
PSOE,PSOE,Organization
Generalitat,Generalitat,Organization
Cataluña,Cataluña,Place
París,París,Place
Francia,Francia,Place
Castilla,Castilla,Place
León,León,Place
PP,PP,Organization
Madrid,Madrid,Place
Sr. Montoro,Sr. Montoro,Person
RTVE,RTVE,Place
Rosa María Calaf,Rosa María Calaf,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Cataluña,Cataluña,Place
"El Hueco, Soria","El Hueco, Soria",Place
Europa,Europa,Place
Arantxa Torres,Arantxa Torres,Person
TVE Valencia,TVE Valencia,Place
Trump,Trump,Person
EE.UU,EE.UU,Place
Obama,Obama,Person
Irán,Irán,Place
UE,UE,Organization
Cañada Blanch Centre,Cañada Blanch Centre,Place
London School of Economics,London School of Economics,Organization
Ian Begg,Ian Begg,Person
Paul Preston,Paul Preston,Person
London School Economics,London School Economics,Organization
Cataluña,Cataluña,Place
Cataluña,Cataluña,Place
España,España,Place
UE,UE,Organization
Reino Unido,Reino Unido,Place
Brexit,Brexit,Organization
Oxford University,Oxford University,Organization
Catalonia,Catalonia,Place
Spain,Spain,Place
España,España,Place
Unión Europea,Unión Europea,Organization
Oxford,Oxford,Place
Cataluña,Cataluña,Place
Manuel,Manuel,Person
Enrique,Enrique,Person
Julio,Julio,Person
Ángel Garrido,Ángel Garrido,Person
PP,PP,Organization
PP,PP,Organization
Rivera,Rivera,Person
Manuel,Manuel,Person
Julio,Julio,Person
Quique,Quique,Person
Grecia,Grecia,Place
Europa,Europa,Place
ETA,ETA,Organization
Alfredo Pérez,Alfredo Pérez,Person
ETA,ETA,Organization
Ernest Lluch,Ernest Lluch,Person
Gemma Nierga,Gemma Nierga,Person
José María Iñigo,José María Iñigo,Person
España,España,Place
PP,PP,Organization
RTVE,RTVE,Place
ETA,ETA,Organization
ETA,ETA,Organization
Londres,Londres,Place
Gordon Br,Gordon Br,Person
Londres,Londres,Place
Gordon Brown,Gordon Brown,Person
UE,UE,Organization
Cataluña,Cataluña,Place
Ferraz,Ferraz,Person
Pablo Iglesias Posse,Pablo Iglesias Posse,Person
Cs,Cs,Organization
PP,PP,Organization
PP,PP,Organization
Madrid,Madrid,Place
PP,PP,Organization
PP,PP,Organization
Madrid,Madrid,Place
Rivera,Rivera,Person
PP,PP,Organization
Murcia,Murcia,Place
Madrid,Madrid,Place
Albert Rivera,Albert Rivera,Person
Cataluña,Cataluña,Place
Madrid,Madrid,Place
PP,PP,Organization
Madrid,Madrid,Place
Cataluña,Cataluña,Place
Comunidad de Madrid,Comunidad de Madrid,Organization
Emilio Lledó,Emilio Lledó,Person
Medalla de Oro de la Comunidad,Medalla de Oro de la Comunidad,Other
Comunidad de Madrid,Comunidad de Madrid,Organization
Ángel Gabilondo,Ángel Gabilondo,Person
Rivera,Rivera,Person
PP,PP,Organization
Madrid,Madrid,Place
Rivera,Rivera,Person
Madrid,Madrid,Place
Ana Pastor,Ana Pastor,Person
RTVE,RTVE,Place
PP,PP,Organization
PP,PP,Organization
Madrid,Madrid,Place
