Id,Label,category
Europa,Europa,Place
Delors,Delors,Person
PP,PP,Organization
PP,PP,Organization
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
PP,PP,Organization
Ponte Caldelas,Ponte Caldelas,Place
Pontevedra,Pontevedra,Place
PSOE,PSOE,Organization
España,España,Place
PSOE,PSOE,Organization
PP,PP,Organization
Rajoy,Rajoy,Person
PP,PP,Organization
ETA,ETA,Organization
Isaías Carrasco,Isaías Carrasco,Person
Manuel Castells,Manuel Castells,Person
España,España,Place
Europa,Europa,Place
Hitler,Hitler,Person
Mussolini,Mussolini,Person
Valle de los Caídos,Valle de los Caídos,Place
Moonlight,Moonlight,Person
Oscar,Oscar,Person
Agrupación de Milagro,Agrupación de Milagro,Organization
Navarra,Navarra,Place
Aldeanueva de Ebro,Aldeanueva de Ebro,Place
La Rioja,La Rioja,Place
Ebro,Ebro,Place
La Rioja,La Rioja,Place
PSOE,PSOE,Organization
España,España,Place
Facebook,Facebook,Product
"Burlada, Navarra","Burlada, Navarra",Place
Burlada (Navarra,Burlada (Navarra,Place
Facebook,Facebook,Product
Círculo de Bellas Artes,Círculo de Bellas Artes,Other
Madrid,Madrid,Place
José Félix Tezanos,José Félix Tezanos,Person
Margarita Robles,Margarita Robles,Person
Gestora,Gestora,Organization
El Socialista,El Socialista,Organization
Robben Island,Robben Island,Place
Nelson Mandela,Nelson Mandela,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Massimo D'Alema,Massimo D'Alema,Person
Pascal Lamy,Pascal Lamy,Person
PP,PP,Organization
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
España,España,Place
Rajoy,Rajoy,Person
Catalunya,Catalunya,Place
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Calasparra,Calasparra,Place
Murcia,Murcia,Place
Calasparra,Calasparra,Place
Murcia,Murcia,Place
Calasparra,Calasparra,Place
Murcia,Murcia,Place
Zaragoza,Zaragoza,Place
YouTube,YouTube,Product
PSOE,PSOE,Organization
PSOE,PSOE,Organization
Mediterráneo,Mediterráneo,Place
Europa,Europa,Place
PSOE,PSOE,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Castellón,Castellón,Place
Bowie,Bowie,Person
Iggy Pop,Iggy Pop,Person
Supersubmarina,Supersubmarina,Person
PSOE,PSOE,Organization
Castellon,Castellon,Place
Trump,Trump,Person
España,España,Place
Castellón,Castellón,Place
La Bohemia,La Bohemia,Place
Castellón,Castellón,Place
PSOE,PSOE,Organization
PSOE,PSOE,Organization
PSOE,PSOE,Organization
España,España,Place
PSOE,PSOE,Organization
PP,PP,Organization
SG,SG,Organization
PSOE,PSOE,Organization
PSOE,PSOE,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
PP,PP,Organization
España,España,Place
PSOE,PSOE,Organization
PSOE,PSOE,Organization
PP,PP,Organization
Sevilla,Sevilla,Place
PSOE,PSOE,Organization
Bosé,Bosé,Person
Bimba,Bimba,Person
Betis,Betis,Organization
Barcelona,Barcelona,Organization
Sevilla,Sevilla,Place
Jerusalén,Jerusalén,Place
Bagdad,Bagdad,Place
Trillo,Trillo,Person
Rajoy,Rajoy,Person
España,España,Place
PSOE,PSOE,Organization
PP,PP,Organization
El Entrego,El Entrego,Place
Asturias,Asturias,Place
Facebook,Facebook,Product
Austria,Austria,Place
Europa,Europa,Place
Eduardo Mendoza,Eduardo Mendoza,Person
Cervantes,Cervantes,Person
El liderazgo de la Socialdemocracia,El liderazgo de la Socialdemocracia,Other
Europa,Europa,Place
Gestora,Gestora,Organization
PP,PP,Organization
Xirivella,Xirivella,Person
PSOE,PSOE,Organization
PP,PP,Organization
Fernández Díaz,Fernández Díaz,Person
Comisión de Exteriores,Comisión de Exteriores,Organization
PSOE,PSOE,Organization
Catalunya,Catalunya,Place
PSC,PSC,Organization
España,España,Place
Washington DC,Washington DC,Place
Hillary,Hillary,Person
PSOE,PSOE,Organization
PSOE,PSOE,Organization
Gestora,Gestora,Organization
Rajoy,Rajoy,Person
Gestora,Gestora,Organization
Congreso del PSOE,Congreso del PSOE,Organization
PSOE,PSOE,Organization
PSC,PSC,Organization
Catalunya,Catalunya,Place
PSC,PSC,Organization
PSOE,PSOE,Organization
PSOE,PSOE,Organization
PSOE,PSOE,Organization
PP,PP,Organization
Adolfo Navarro,Adolfo Navarro,Person
Asamblea de Madrid,Asamblea de Madrid,Organization
PP,PP,Organization
Bárcenas,Bárcenas,Person
PSOE,PSOE,Organization
PP,PP,Organization
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
Galicia,Galicia,Place
País Vasco,País Vasco,Place
Partido Popular,Partido Popular,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Cataluña,Cataluña,Place
Xoaquín Fernández Leiceaga,Xoaquín Fernández Leiceaga,Person
Galicia,Galicia,Place
Pontevedra,Pontevedra,Place
Galicia,Galicia,Place
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
España,España,Place
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
Galicia,Galicia,Place
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
PP,PP,Organization
Euskadi,Euskadi,Place
PNV,PNV,Organization
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Moncloa,Moncloa,Place
Adolfo Ripa Arizala,Adolfo Ripa Arizala,Person
Nepal,Nepal,Place
Rajoy,Rajoy,Person
Barberá,Barberá,Person
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
Estatuto de Gernika,Estatuto de Gernika,Organization
País Vasco,País Vasco,Place
UE,UE,Organization
Galicia,Galicia,Place
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
Rita,Rita,Person
PP,PP,Organization
Barberá,Barberá,Person
Bárcenas,Bárcenas,Person
Matas,Matas,Person
Granados,Granados,Person
PP,PP,Organization
Barberá,Barberá,Person
De Guindos,De Guindos,Person
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Iglesias,Iglesias,Person
Feijóo,Feijóo,Person
Madrid,Madrid,Place
PSOE,PSOE,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Galicia,Galicia,Place
España,España,Place
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rivera,Rivera,Person
Feijóo,Feijóo,Person
Rajoy,Rajoy,Person
Feijóo,Feijóo,Person
Galicia,Galicia,Place
Rajoy,Rajoy,Person
España,España,Place
Galicia,Galicia,Place
Ana Belén,Ana Belén,Person
Goya de Honor,Goya de Honor,Place
Soria,Soria,Person
PP,PP,Organization
España,España,Place
Rajoy,Rajoy,Person
Gijón,Gijón,Place
Escuela Internacional de Verano,Escuela Internacional de Verano,Other
María José Moros,María José Moros,Person
Ayuntamiento de Córdoba,Ayuntamiento de Córdoba,Place
Soria,Soria,Person
Banco Mundial,Banco Mundial,Organization
España,España,Place
Rajoy,Rajoy,Person
España,España,Place
Mariano Rajoy,Mariano Rajoy,Person
PSOE,PSOE,Organization
José Manuel Soria,José Manuel Soria,Person
Banco Mundial,Banco Mundial,Organization
Rajoy,Rajoy,Person
Soria,Soria,Person
Banco Mundial,Banco Mundial,Organization
Rajoy,Rajoy,Person
Grupo Parlamentario Socialista,Grupo Parlamentario Socialista,Organization
Rivera,Rivera,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Víctor Mora,Víctor Mora,Person
El Capitán Trueno,El Capitán Trueno,Person
El Jabato,El Jabato,Person
PSOE,PSOE,Organization
PP,PP,Organization
Rajoy,Rajoy,Person
Mesa del Congreso,Mesa del Congreso,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
PP,PP,Organization
Parlamento de Cataluña,Parlamento de Cataluña,Organization
Tribunal Constitucional,Tribunal Constitucional,Organization
Artana,Artana,Organization
Tavernes de Valldigna,Tavernes de Valldigna,Place
Ybarra,Ybarra,Person
Dos Hermanas,Dos Hermanas,Place
Antequera,Antequera,Place
Andalucía,Andalucía,Place
Niza,Niza,Place
Francia,Francia,Place
Ángela Molina,Ángela Molina,Person
Premio Nacional de Cinematografía,Premio Nacional de Cinematografía,Other
Investidura,Investidura,Person
Rajoy,Rajoy,Person
Juan Peña,Juan Peña,Person
El Lebrijano,El Lebrijano,Person
Europa,Europa,Place
II Guerra Mundial,II Guerra Mundial,Other
España,España,Place
Estados Unidos,Estados Unidos,Place
PP,PP,Organization
PP,PP,Organization
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Cameron,Cameron,Person
Reino Unido,Reino Unido,Place
España,España,Place
Europa,Europa,Place
Europa,Europa,Place
España,España,Place
Europa,Europa,Place
Reino Unido,Reino Unido,Place
España,España,Place
España,España,Place
Europa,Europa,Place
Iglesias,Iglesias,Person
Monedero,Monedero,Person
CNI,CNI,Organization
RTVE,RTVE,Organization
Europe,Europe,Place
UK,UK,Place
EU,EU,Place
Catalunya,Catalunya,Place
Rajoy,Rajoy,Person
Moncloa,Moncloa,Organization
Iglesias,Iglesias,Person
Monedero,Monedero,Person
Emiliano,Emiliano,Person
Manuel González Ramos,Manuel González Ramos,Person
Matilde Valentín,Matilde Valentín,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
PP,PP,Organization
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
España,España,Place
Grecia,Grecia,Place
Rajoy,Rajoy,Person
Rey,Rey,Person
Pedro Zerolo,Pedro Zerolo,Person
Pedro,Pedro,Person
Orlando,Orlando,Place
Jo Cox,Jo Cox,Person
Cataluña,Cataluña,Place
Mediterráneo,Mediterráneo,Place
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
Cataluña,Cataluña,Place
Galicia,Galicia,Place
País Vasco,País Vasco,Place
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
Rajoy,Rajoy,Person
España,España,Place
Suiza,Suiza,Place
Panamá,Panamá,Place
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Marea,Marea,Place
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
Teresa,Teresa,Person
Garzón,Garzón,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Richard Ford,Richard Ford,Person
Premio Princesa de Asturias de las Letras 2016,Premio Princesa de Asturias de las Letras 2016,Other
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Anchuras,Anchuras,Place
España,España,Place
San Antonio,San Antonio,Place
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
RTVE,RTVE,Organization
Pedro Costa,Pedro Costa,Person
Madrid,Madrid,Place
PP,PP,Organization
SMI,SMI,Organization
Cádiz,Cádiz,Place
Huelva,Huelva,Place
Jerez,Jerez,Place
España,España,Place
PP,PP,Organization
Ignacio,Ignacio,Person
Puerto,Puerto,Place
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Chaves,Chaves,Person
Griñán,Griñán,Person
PP,PP,Organization
Rajoy,Rajoy,Person
Chaves,Chaves,Person
Griñán,Griñán,Person
Rajoy,Rajoy,Person
Gobierno,Gobierno,Organization
PP,PP,Organization
PP,PP,Organization
Frente Polisario,Frente Polisario,Organization
Mohamed Abdelaziz,Mohamed Abdelaziz,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
PP,PP,Organization
Estatuto de los Trabajadores,Estatuto de los Trabajadores,Other
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Xunta,Xunta,Organization
Galicia,Galicia,Place
España,España,Place
León de Oro,León de Oro,Other
Venecia,Venecia,Place
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
España,España,Place
UE,UE,Organization
PP,PP,Organization
PP,PP,Organization
Iglesias,Iglesias,Person
Partido Popular,Partido Popular,Organization
Rajoy,Rajoy,Person
Consejo de Seguridad Nacional,Consejo de Seguridad Nacional,Organization
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Monedero,Monedero,Person
Maduro,Maduro,Person
Chávez,Chávez,Person
España,España,Place
Pablo Iglesias,Pablo Iglesias,Person
Partido Popular,Partido Popular,Organization
Iglesias,Iglesias,Person
PP,PP,Organization
Valencia,Valencia,Place
España,España,Place
Alcorisa,Alcorisa,Person
Teófilo,Teófilo,Person
Rajoy,Rajoy,Person
Bruselas,Bruselas,Place
Venezuela,Venezuela,Place
España,España,Place
Iglesias,Iglesias,Person
Monedero,Monedero,Person
Salud Hernández,Salud Hernández,Person
Mora,Mora,Person
Altiero Spinelli,Altiero Spinelli,Person
Europa,Europa,Place
federalismo Europeo,federalismo Europeo,Organization
Miguel de la Quadra,Miguel de la Quadra,Person
Salcedo,Salcedo,Person
Rajoy,Rajoy,Person
España,España,Place
Berlín,Berlín,Place
Alemania,Alemania,Place
España,España,Place
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Cataluña,Cataluña,Place
España,España,Place
PSOE,PSOE,Organization
PSOE,PSOE,Organization
Pedro Zerolo,Pedro Zerolo,Person
Madrid,Madrid,Place
España,España,Place
Cataluña,Cataluña,Place
Meritxell Batet,Meritxell Batet,Person
España,España,Place
Cataluña,Cataluña,Place
Rosa del Río,Rosa del Río,Person
El Nuevo Lunes,El Nuevo Lunes,Other
Marta,Marta,Person
David,David,Person
Malasia,Malasia,Place
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
PP,PP,Organization
Rajoy,Rajoy,Person
España,España,Place
Rajoy,Rajoy,Person
San Adrián,San Adrián,Place
Navarra,Navarra,Place
España,España,Place
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Vitoria,Vitoria,Place
Gasteiz,Gasteiz,Place
Congreso,Congreso,Organization
Fernando Álvarez de Miranda,Fernando Álvarez de Miranda,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Antonio,Antonio,Person
José,José,Person
Ángel,Ángel,Person
Siria,Siria,Place
A. Michnik,A. Michnik,Person
Lilia Saúl,Lilia Saúl,Person
Ginna Morelo,Ginna Morelo,Person
Samuel Aranda,Samuel Aranda,Person
J. Zárate,J. Zárate,Person
UME,UME,Organization
Huesca,Huesca,Place
Rajoy,Rajoy,Person
España,España,Place
PP,PP,Organization
CDU,CDU,Organization
Merkel,Merkel,Person
Bárcenas,Bárcenas,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Carmen Chacón,Carmen Chacón,Person
Ejecutiva Federal,Ejecutiva Federal,Organization
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
Otegi,Otegi,Person
Ernest Lluch,Ernest Lluch,Person
Iglesias,Iglesias,Person
IU,IU,Organization
Podemos,Podemos,Organization
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Compromís,Compromís,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
PP,PP,Organization
España,España,Place
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Ernest Lluch,Ernest Lluch,Person
Felipe González,Felipe González,Person
Fernando,Fernando,Person
Alcalá de Henares,Alcalá de Henares,Place
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Sergio Jaramillo,Sergio Jaramillo,Person
Alto Comisionado,Alto Comisionado,Person
Íñigo Domínguez,Íñigo Domínguez,Person
premio Salvador de Madariaga,premio Salvador de Madariaga,Other
CNI,CNI,Organization
RTVE,RTVE,Organization
Rajoy,Rajoy,Person
Soria,Soria,Person
Soria,Soria,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
CNI,CNI,Organization
Pablo Motos,Pablo Motos,Person
Trancas,Trancas,Place
Barrancas,Barrancas,Place
Premio Nacional de Televisión 2016,Premio Nacional de Televisión 2016,Other
Córdoba,Córdoba,Place
Granada,Granada,Place
UGT,UGT,Organization
CCOO,CCOO,Organization
Podemos,Podemos,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
España,España,Place
Ciudadanos,Ciudadanos,Organization
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rivera,Rivera,Person
Soria,Soria,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Soria,Soria,Person
Rajoy,Rajoy,Person
Soria,Soria,Person
Sigmundur David Gunnlaugsson,Sigmundur David Gunnlaugsson,Person
Turquía,Turquía,Place
Alemania,Alemania,Place
Turquía,Turquía,Place
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Ciudadanos,Ciudadanos,Organization
España,España,Place
Germanwings,Germanwings,Place
Francia,Francia,Place
Bruselas,Bruselas,Place
Europa,Europa,Place
Ciudadanos,Ciudadanos,Organization
Iglesias,Iglesias,Person
Tsipras,Tsipras,Person
Iglesias,Iglesias,Person
Partido Socialista Europeo,Partido Socialista Europeo,Organization
Bruselas,Bruselas,Place
Josep María Álvarez,Josep María Álvarez,Person
UGT,UGT,Organization
Zaragoza,Zaragoza,Place
UGT,UGT,Organization
Turquía,Turquía,Place
Costa,Costa,Place
Marfil,Marfil,Place
Josep María Álvarez,Josep María Álvarez,Person
UGT,UGT,Organization
Rajoy,Rajoy,Person
Moncloa,Moncloa,Place
A Coruña,A Coruña,Place
Europa,Europa,Place
Carmena,Carmena,Person
Villarejo,Villarejo,Person
Moncloa,Moncloa,Place
Xunta de Galicia,Xunta de Galicia,Organization
A Coruña,A Coruña,Place
Mesía,Mesía,Place
Jódar,Jódar,Organization
Juan Ibarra,Juan Ibarra,Person
PP,PP,Organization
Iglesias,Iglesias,Person
PP,PP,Organization
Mariano Rajoy,Mariano Rajoy,Person
Iglesias,Iglesias,Person
Pablo Iglesias,Pablo Iglesias,Person
Mónica Oltra,Mónica Oltra,Person
Rajoy,Rajoy,Person
España,España,Place
España,España,Place
Iglesias,Iglesias,Person
Pablo Iglesias,Pablo Iglesias,Person
Mariano Rajoy,Mariano Rajoy,Person
Gobierno,Gobierno,Organization
España,España,Place
PP,PP,Organization
Felipe González,Felipe González,Person
Gabriel García Márquez,Gabriel García Márquez,Person
Rajoy,Rajoy,Person
PP,PP,Organization
España,España,Place
Rajoy,Rajoy,Person
Pablo Iglesias,Pablo Iglesias,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rita Barberá,Rita Barberá,Person
Rajoy,Rajoy,Person
Iglesias,Iglesias,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Enrique Casas,Enrique Casas,Person
ETA,ETA,Organization
España,España,Place
Bruselas,Bruselas,Place
Europa,Europa,Place
Europa,Europa,Place
Naciones Unidas,Naciones Unidas,Organization
Butros Butros Ghali,Butros Butros Ghali,Person
Mercamadrid,Mercamadrid,Person
ERC,ERC,Organization
DiL,DiL,Person
Sevilla,Sevilla,Place
Universidad de La Rioja,Universidad de La Rioja,Organization
PP,PP,Organization
Margallo,Margallo,Person
Pablo Iglesias,Pablo Iglesias,Person
Rajoy,Rajoy,Person
EAJ-PNV,EAJ-PNV,Organization
PNV,PNV,Organization
Pablo Iglesias,Pablo Iglesias,Person
Rivera,Rivera,Person
Iglesias,Iglesias,Person
Pablo Iglesias,Pablo Iglesias,Person
Rajoy,Rajoy,Person
PP,PP,Organization
España,España,Place
PP,PP,Organization
Iglesias,Iglesias,Person
Rivera,Rivera,Person
Margallo,Margallo,Person
PP,PP,Organization
Rajoy,Rajoy,Person
PP,PP,Organization
María Salmerón,María Salmerón,Person
María,María,Person
España,España,Place
Partido Popular,Partido Popular,Organization
PP,PP,Organization
PP,PP,Organization
Cataluña,Cataluña,Place
España,España,Place
PP,PP,Organization
España,España,Place
PP,PP,Organization
PP,PP,Organization
PP,PP,Organization
Bárcenas,Bárcenas,Person
Pedro Zerolo,Pedro Zerolo,Person
Madrid,Madrid,Place
Sofía Gandarias,Sofía Gandarias,Person
Alejandro,Alejandro,Person
Enrique,Enrique,Person
Rajoy,Rajoy,Person
España,España,Place
Melilla,Melilla,Place
Andalucía,Andalucía,Place
Cristina Iglesias,Cristina Iglesias,Person
Tambor de Oro,Tambor de Oro,Other
Eskerrik asko,Eskerrik asko,Person
Iñaki Arriola,Iñaki Arriola,Person
Euskadi,Euskadi,Place
PP,PP,Organization
Gómez de la Serna,Gómez de la Serna,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Duran LIeida,Duran LIeida,Person
Catalunya,Catalunya,Place
PP,PP,Organization
PP,PP,Organization
PSOE,PSOE,Organization
SMI,SMI,Organization
LOMCE,LOMCE,Organization
Wyoming,Wyoming,Person
Sandra Sabatés,Sandra Sabatés,Person
Rajoy,Rajoy,Person
Cataluña,Cataluña,Place
Govern,Govern,Organization
Estatut,Estatut,Organization
David Bowie,David Bowie,Person
Blackstar,Blackstar,Organization
Mariano Rajoy,Mariano Rajoy,Person
España,España,Place
Portugal,Portugal,Place
SMI,SMI,Organization
Unión Europea,Unión Europea,Organization
Europa,Europa,Place
António Costa,António Costa,Person
Portugal,Portugal,Place
Portugal,Portugal,Place
Olivenza,Olivenza,Place
PP,PP,Organization
PSOE,PSOE,Organization
PSOE,PSOE,Organization
Sr. Rajoy,Sr. Rajoy,Person
PP,PP,Organization
Gobierno,Gobierno,Organization
Rajoy,Rajoy,Person
PSOE,PSOE,Organization
Rajoy,Rajoy,Person
PP,PP,Organization
Cantabria,Cantabria,Place
Euskadi,Euskadi,Place
Galicia,Galicia,Place
Gürtell,Gürtell,Person
Arístegui,Arístegui,Person
De la Serna,De la Serna,Person
Rajoy,Rajoy,Person
PP,PP,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
Rajoy,Rajoy,Person
PP,PP,Organization
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Iglesias,Iglesias,Person
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
Chaves,Chaves,Person
Griñán,Griñán,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
PP,PP,Organization
Rivera,Rivera,Person
Rajoy,Rajoy,Person
Bankia,Bankia,Place
Rodrigo,Rodrigo,Person
Rajoy,Rajoy,Person
SMS,SMS,Organization
Bárcenas,Bárcenas,Person
Suiza,Suiza,Place
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
Felipe,Felipe,Person
Juan Carlos,Juan Carlos,Person
Extremadura,Extremadura,Place
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
Rajoy,Rajoy,Person
La Moncloa,La Moncloa,Place
España,España,Place
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
PP,PP,Organization
Andorra,Andorra,Place
Suiza,Suiza,Place
España,España,Place
Rajoy,Rajoy,Person
Bárcenas,Bárcenas,Person
PSOE,PSOE,Organization
PP Ciudadanos,PP Ciudadanos,Organization
Rajoy,Rajoy,Person
La Rioja,La Rioja,Place
César Luena,César Luena,Person
Vitoria,Vitoria,Organization
Logroño,Logroño,Place
Burgos,Burgos,Person
Barakaldo,Barakaldo,Place
Asturias,Asturias,Place
José Luis,José Luis,Person
PP,PP,Organization
Génova,Génova,Place
Asturias,Asturias,Place
Marcelo García,Marcelo García,Person
Ley de Dependencia,Ley de Dependencia,Organization
PP,PP,Organization
Rivera,Rivera,Person
PP,PP,Organization
Pablo Motos,Pablo Motos,Person
Trancas,Trancas,Person
Barrancas,Barrancas,Place
Trancas,Trancas,Place
Barracas,Barracas,Place
Damián,Damián,Person
Madrid,Madrid,Place
A Coruña,A Coruña,Place
Madrid,Madrid,Place
Palma,Palma,Place
María Teresa Campos,María Teresa Campos,Person
Andorra,Andorra,Place
Suiza,Suiza,Place
Cataluña,Cataluña,Place
España,España,Place
PP,PP,Organization
Gobierno de España,Gobierno de España,Organization
Rajoy,Rajoy,Person
Parlamento,Parlamento,Organization
JM Caballero,JM Caballero,Person
Tomelloso,Tomelloso,Place
Ciudad Real,Ciudad Real,Place
Tomelloso,Tomelloso,Place
Ciudad Real,Ciudad Real,Place
Getafe,Getafe,Place
Madrid,Madrid,Place
Alabama,Alabama,Place
Rosa Parks,Rosa Parks,Person
Juan Ramón Ferreira,Juan Ramón Ferreira,Person
José María Mendiluce,José María Mendiluce,Person
Siria,Siria,Place
DAESH,DAESH,Organization
UE,UE,Organization
Política Europea de Defensa y Seguridad Común,Política Europea de Defensa y Seguridad Común,Organization
Córdoba,Córdoba,Place
Diario de Córdoba,Diario de Córdoba,Other
Carmen,Carmen,Person
Miriam,Miriam,Person
Irene,Irene,Person
Cádiz,Cádiz,Place
Barrameda,Barrameda,Place
Jerez de la Frontera,Jerez de la Frontera,Place
Algeciras,Algeciras,Place
Rocío,Rocío,Person
José,José,Person
Málaga,Málaga,Place
Andalucía,Andalucía,Place
Partido Popular,Partido Popular,Organization
RTVE,RTVE,Organization
Avilés,Avilés,Person
Asturies,Asturies,Place
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Barcelona,Barcelona,Place
Secretario General de la Unión del Mediterráneo,Secretario General de la Unión del Mediterráneo,Organization
Delphine Borione,Delphine Borione,Person
París,París,Place
Manuel Valls,Manuel Valls,Person
UE,UE,Organization
África,África,Place
España,España,Place
Europa,Europa,Place
António Costa,António Costa,Person
Portugal,Portugal,Place
Cataluña,Cataluña,Place
España,España,Place
España,España,Place
España,España,Place
Rajoy,Rajoy,Person
Estado del Bienestar,Estado del Bienestar,Organization
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Toledo,Toledo,Person
Rajoy,Rajoy,Person
Rajoy,Rajoy,Person
Rivera,Rivera,Person
Julián Simón de la Torre,Julián Simón de la Torre,Person
Julián,Julián,Person
Volkswagen,Volkswagen,Organization
Navarra,Navarra,Place
Rajoy,Rajoy,Person
España,España,Place
Cataluña,Cataluña,Place
España,España,Place
Artur Mas,Artur Mas,Person
Rajoy,Rajoy,Person
Catalunya,Catalunya,Place
España,España,Place
Ernest Lluch,Ernest Lluch,Person
Serrat,Serrat,Person
Miguel Hernández,Miguel Hernández,Person
Catalunya,Catalunya,Place
España,España,Place
Wyoming,Wyoming,Person
Sandra,Sandra,Person
Naciones Unidas,Naciones Unidas,Organization
Ban Ki-moon,Ban Ki-moon,Organization
Rajoy,Rajoy,Person
Cataluña,Cataluña,Place
Junts Pel,Junts Pel,Person
CUP,CUP,Organization
Tribunal Constitucional,Tribunal Constitucional,Organization
España,España,Place
España,España,Place
Cataluña,Cataluña,Place
España,España,Place
Ley de Violencia de Género,Ley de Violencia de Género,Organization
PP,PP,Organization
Junts,Junts,Person
CUP,CUP,Organization
León,León,Place
El Bierzo,El Bierzo,Place
Premio Nacional de Cómic,Premio Nacional de Cómic,Other
Las Meninas,Las Meninas,Other
UE,UE,Organization
EEUU,EEUU,Place
España,España,Place
Oriente Medio,Oriente Medio,Place
Cuba,Cuba,Place
Engáñanos,Engáñanos,Person
Rajoy,Rajoy,Person
Xavier Vidal,Xavier Vidal,Person
Folch,Folch,Person
Mariano Rajoy,Mariano Rajoy,Person
Alberto,Alberto,Person
Lavapiés,Lavapiés,Place
Rajoy,Rajoy,Person
Europa,Europa,Place
Rajoy,Rajoy,Person
España,España,Place
Rajoy,Rajoy,Person
